,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"План работ по обслуживанию преобразователей частоты и АСУТП на июнь 2018г., на объектах СОФ, ОГ, КПРР СКРУ-2.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Вид работ,Отдел-владелец,Отделение-участок,Тип мероприятия,Класс учёта НзП,Статус заказа,Описание заказа,Критичность родительского объекта,Позиция,№ актива,Группа активов,Плановые даты - Начальная дата,Плановые даты - Дата завершения,Дата выпуска,Фактические даты - Начальная дата,Фактические даты - Дата завершения,Дата смены статуса на Завершено,МВЗ ГК,Продукт ГК,Вид затрат,Номер заказа,Номер операции,Описание операции,"Ресурс, код",Заг. скл. расх. %,Накл. расх. %,"ЭММ, %",Сметн. прибыль %,Номер основных средств,ЦФО,Стоимость ч.ч.,"Стоимость материалов, пл...","Трудозатраты, план","ФОТ, план","Загот. скл. расх., план","ЭММ, план","Смет. прибыль, план","Накл. расх, план","Итого, план","Стоимость материалов, факт","Трудозатраты, факт","ФОТ, факт","Загот. скл. расх., факт","ЭММ, факт","Смет. прибыль, факт","Накл. расходы, факт","Итого, факт",Разница
ПЧ,СКРУ-2 СОФ,Отд. сушки СОФ-2,ТРЭ4,ТРЭО СОФ,Не выпущено,Текущий ремонт 1 раз в 4 года Преобразователь частоты поз. 501 / 723,Высокая,поз. 501 / 723,ПЧ поз. 501|SN96,"УПП,ЧП",03.06.18,04.06.18,,,,,S220,000,1602,649280,10,"ТР Преобразователь частоты ""СБЕРЕЖОК"" SB17 (ЩСУ)",РЕМ ЭНРЕС3,"4,00","90,10","10,00","40,00",,29,"182,55","7,78","34,000","6 206,70","0,31","620,67","2 482,68","5 592,24","14 910,38","0,00","0,00","0,000","0,00","0,00","0,00","0,00","0,00","-14 910,38"
ПЧ,СКРУ-2 ОГ,Отд. грануляции СОФ-2,ТОЭ3,ЭРЭО ОГ,Не выпущено,Техническое обслуживание 2 раза в год Преобразователь частоты поз. 6?08?01,Высокая,поз. 6-08-01,ПЧ поз. 6-08-01|SN107,"УПП,ЧП",07.06.18,07.06.18,,,,,S221,000,1601,649308,10,ТО Преобразователь частоты ABB ACS 800-0-060-3 (6.08.01),РЕМ ЭНРЕС3,"4,00","90,10","10,00","40,00",,29,"182,55","7,78","0,980","178,90","0,31","17,89","71,56","161,19","437,63","0,00","0,00","0,000","0,00","0,00","0,00","0,00","0,00","-437,63"
ПЧ,СКРУ-2 ОГ,Отд. грануляции СОФ-2,ТОЭ3,ЭРЭО ОГ,Не выпущено,Техническое обслуживание 2 раза в год Преобразователь частоты поз. 6?08?02,Высокая,поз. 6-08-02,ПЧ поз. 6-08-02|SN108,"УПП,ЧП",07.06.18,07.06.18,,,,,S221,000,1601,649309,10,ТО Преобразователь частоты ABB ACS 800-0-060-3 (6.08.02),РЕМ ЭНРЕС3,"4,00","90,10","10,00","40,00",,29,"182,55","7,78","0,980","178,90","0,31","17,89","71,56","161,19","437,63","0,00","0,00","0,000","0,00","0,00","0,00","0,00","0,00","-437,63"
ПЧ,СКРУ-2 ОГ,Отд. грануляции СОФ-2,ТОЭ3,ЭРЭО ОГ,Не выпущено,Техническое обслуживание 2 раза в год Преобразователь частоты поз. 6?08?03,Высокая,поз. 6-08-03,ПЧ поз. 6-08-03|SN109,"УПП,ЧП",07.06.18,07.06.18,,,,,S221,000,1601,649310,10,ТО Преобразователь частоты ABB ACS 800-0-060-3 (6.08.03),РЕМ ЭНРЕС3,"4,00","90,10","10,00","40,00",,29,"182,55","7,78","0,980","178,90","0,31","17,89","71,56","161,19","437,63","0,00","0,00","0,000","0,00","0,00","0,00","0,00","0,00","-437,63"
ПЧ,СКРУ-2 ОГ,Отд. грануляции СОФ-2,ТРЭ4,ТРЭО ОГ,Не выпущено,Текущий ремонт 1 раз в 4 года Преобразователь частоты поз. 3?13?01,Высокая,поз. 3-13-01,ПЧ поз. 3-13-01|SN86,"УПП,ЧП",10.06.18,11.06.18,,,,,S221,000,1602,649363,10,"ТР Преобразователь частоты ABB ACS 800-01-0165-3, 132kW, 260A (43U1)",РЕМ ЭНРЕС3,"4,00","90,10","10,00","40,00",,29,"182,55","7,78","34,000","6 206,70","0,31","620,67","2 482,68","5 592,24","14 910,38","0,00","0,00","0,000","0,00","0,00","0,00","0,00","0,00","-14 910,38"
ПЧ,СКРУ-2 ОГ,Отд. грануляции СОФ-2,ТРЭ4,ТРЭО ОГ,Не выпущено,Текущий ремонт 1 раз в 4 года Преобразователь частоты поз. 4?04?11,Высокая,поз. 4-04-11,ПЧ поз. 4-04-11|SN89,"УПП,ЧП",10.06.18,10.06.18,,,,,S221,000,1602,649364,10,"ТР Преобразователь частоты ABB 800-01-0025-3, 22kW, 44A (294U1)",РЕМ ЭНРЕС3,"4,00","90,10","10,00","40,00",,29,"182,55","7,78","14,000","2 555,70","0,31","255,57","1 022,28","2 302,69","6 144,32","0,00","0,00","0,000","0,00","0,00","0,00","0,00","0,00","-6 144,32"
ПЧ,СКРУ-2 ОГ,Отд. грануляции СОФ-2,ТРЭ4,ТРЭО ОГ,Не выпущено,Текущий ремонт 1 раз в 4 года Преобразователь частоты поз. 4?08?01,Высокая,поз. 4-08-01,ПЧ поз. 4-08-01|SN90,"УПП,ЧП",10.06.18,10.06.18,,,,,S221,000,1602,649365,10,"ТР Преобразователь частоты ABB 800-01-0060-3, 55kW, 103A (92U1)",РЕМ ЭНРЕС3,"4,00","90,10","10,00","40,00",,29,"182,55","7,78","14,000","2 555,70","0,31","255,57","1 022,28","2 302,69","6 144,32","0,00","0,00","0,000","0,00","0,00","0,00","0,00","0,00","-6 144,32"
ПЧ,СКРУ-2 ОГ,Отд. грануляции СОФ-2,ТРЭ4,ТРЭО ОГ,Не выпущено,Текущий ремонт 1 раз в 4 года Преобразователь частоты поз. 4?08?02,Высокая,поз. 4-08-02,ПЧ поз. 4-08-02|SN91,"УПП,ЧП",10.06.18,10.06.18,,,,,S221,000,1602,649366,10,"ТР Преобразователь частоты ABB 800-01-0060-3, 55kW, 103A (305U1)",РЕМ ЭНРЕС3,"4,00","90,10","10,00","40,00",,29,"182,55","7,78","14,000","2 555,70","0,31","255,57","1 022,28","2 302,69","6 144,32","0,00","0,00","0,000","0,00","0,00","0,00","0,00","0,00","-6 144,32"
ПЧ,СКРУ-2 ОГ,Отд. грануляции СОФ-2,ТРЭ4,ТРЭО ОГ,Не выпущено,Текущий ремонт 1 раз в 4 года Преобразователь частоты поз. 6?24?01,Высокая,поз. 6-24-01,ПЧ поз. 6-24-01|SN113,"УПП,ЧП",10.06.18,10.06.18,,,,,S221,000,1602,649367,10,ТР Преобразователь частоты SEW Movitrac 07-B (6.24.01),РЕМ ЭНРЕС3,"4,00","90,10","10,00","40,00",,29,"182,55","7,78","14,000","2 555,70","0,31","255,57","1 022,28","2 302,69","6 144,32","0,00","0,00","0,000","0,00","0,00","0,00","0,00","0,00","-6 144,32"
ПЧ,СКРУ-2 СОФ,Отд. сушки СОФ-2,ТРЭ4,ТРЭО СОФ,Не выпущено,Текущий ремонт 1 раз в 4 года Преобразователь частоты поз. 401 / 723,Высокая,поз. 401 / 723,ПЧ поз. 401|SN87,"УПП,ЧП",14.06.18,15.06.18,,,,,S220,000,1602,649423,10,"ТР Преобразователь частоты ""СБЕРЕЖОК"" SB17 (ЩСУ)",РЕМ ЭНРЕС3,"4,00","90,10","10,00","40,00",,29,"182,55","7,78","34,000","6 206,70","0,31","620,67","2 482,68","5 592,24","14 910,38","0,00","0,00","0,000","0,00","0,00","0,00","0,00","0,00","-14 910,38"
